Current_Word,Next_Word,Levenshtein_Distance
increasingly,common,10
common,report,6
report,analysts,7
analysts,instat,6
instat,mdr,6
mdr,predicted,8
predicted,smartphone,9
smartphone,shipments,8
shipments,grow,9
grow,44,4
44,next,4
next,five,4
five,years,5
years,says,3
says,smartphones,8
smartphones,make,8
make,117,4
117,million,7
million,833,7
833,million,7
million,handsets,8
handsets,shipped,7
shipped,globally,8
globally,2009,8
2009,,4
microsoft,releases,8
releases,patches,6
patches,microsoft,8
microsoft,warned,8
warned,pc,6
pc,users,5
users,update,5
update,systems,6
systems,latest,5
latest,security,7
security,fixes,8
fixes,flaws,3
flaws,windows,5
windows,programs,7
programs,monthly,7
monthly,security,7
security,bulletin,8
bulletin,flagged,7
flagged,eight,6
eight,critical,7
critical,security,7
security,holes,8
holes,could,4
could,leave,5
leave,pcs,5
pcs,open,3
open,attack,6
attack,left,6
left,unpatched,8
unpatched,number,7
number,holes,5
holes,considered,8
considered,critical,8
critical,usual,6
usual,affect,6
affect,windows,7
windows,programs,7
programs,including,9
including,internet,7
internet,explorer,7
explorer,ie,7
ie,media,4
media,player,6
player,instant,7
instant,messaging,6
messaging,four,9
four,important,8
important,fixes,9
fixes,also,5
also,released,6
released,considered,8
considered,less,9
less,critical,8
critical,however,8
however,updated,6
updated,either,6
either,automatically,12
automatically,manually,7
manually,pc,8
pc,users,5
users,running,6
running,programs,7
programs,could,7
could,vulnerable,9
vulnerable,viruses,8
viruses,malicious,7
malicious,attacks,7
attacks,designed,8
designed,exploit,7
exploit,holes,6
holes,many,5
many,flaws,4
flaws,could,5
could,used,4
used,virus,5
virus,writers,5
writers,take,6
take,computers,8
computers,remotely,6
remotely,install,6
install,programs,7
programs,change,8
change,delete,5
delete,see,4
see,data,4
data,one,4
one,critical,8
critical,patches,7
patches,microsoft,8
microsoft,made,8
made,available,7
available,important,9
important,one,7
one,fixes,4
fixes,ie,3
ie,flaws,5
flaws,stephen,7
stephen,toulouse,8
toulouse,microsoft,8
microsoft,security,8
security,manager,8
manager,said,6
said,flaws,4
flaws,known,4
known,although,7
although,firm,8
firm,seen,4
seen,attacks,7
attacks,exploiting,10
exploiting,flaw,9
flaw,rule,4
rule,often,4
often,critical,7
critical,flaw,7
flaw,announced,9
announced,spates,8
spates,viruses,5
viruses,follow,7
follow,home,5
home,users,5
users,businesses,6
businesses,leave,8
leave,flaw,4
flaw,unpatched,8
unpatched,patch,4
patch,fixes,5
fixes,hole,4
hole,media,5
media,player,6
player,windows,7
windows,messenger,9
messenger,msn,6
msn,messenger,6
messenger,attacker,7
attacker,could,8
could,use,4
use,take,3
take,control,6
control,unprotected,9
unprotected,machines,10
machines,png,7
png,files,5
files,microsoft,7
microsoft,announces,9
announces,vulnerabilities,12
vulnerabilities,software,13
software,every,7
every,month,5
month,important,6
important,ones,8
ones,classed,6
classed,critical,7
critical,latest,7
latest,releases,5
releases,came,6
came,week,4
week,company,7
company,announced,8
announced,buy,8
buy,security,6
security,software,7
software,maker,7
maker,sybari,5
sybari,software,5
software,part,6
part,microsoft,7
microsoft,plans,8
plans,make,4
make,security,8
security,programs,7
programs,,8
ask,jeeves,6
jeeves,joins,4
joins,web,5
web,log,3
log,market,6
market,ask,4
ask,jeeves,6
jeeves,bought,6
bought,bloglines,7
bloglines,website,7
website,improve,6
improve,way,7
way,handles,6
handles,content,6
content,web,6
web,journals,8
journals,blogs,7
blogs,bloglines,4
bloglines,site,7
site,become,5
become,hugely,6
hugely,popular,6
popular,gives,7
gives,users,4
users,one,4
one,place,4
place,read,4
read,search,4
search,share,3
share,blogs,5
blogs,interested,9
interested,ask,9
ask,jeeves,6
jeeves,said,6
said,planning,6
planning,change,6
change,bloglines,8
bloglines,would,7
would,use,4
use,300,3
300,million,7
million,articles,7
articles,archived,5
archived,round,6
round,index,5
index,web,4
web,much,4
much,ask,4
ask,jeeves,6
jeeves,paid,6
paid,bloglines,8
bloglines,revealed,8
revealed,bloglines,8
bloglines,become,7
become,popular,7
popular,lets,7
lets,users,3
users,build,5
build,list,4
list,blogs,4
blogs,want,5
want,follow,6
follow,without,6
without,visit,5
visit,journal,7
journal,site,7
site,individually,11
individually,makes,11
makes,use,4
use,technology,10
technology,known,8
known,really,6
really,simple,5
simple,syndication,9
syndication,rss,11
rss,many,4
many,blogs,5
blogs,adopted,6
adopted,let,6
let,sites,4
sites,know,5
know,new,2
new,entries,5
entries,made,6
made,journals,7
journals,acquisition,10
acquisition,follows,11
follows,similar,7
similar,moves,6
moves,search,6
search,sites,5
sites,google,6
google,acquired,7
acquired,pyra,7
pyra,labs,4
labs,makers,4
makers,blogger,6
blogger,software,7
software,2003,8
2003,2004,1
2004,msn,4
msn,introduced,10
introduced,blog,9
blog,system,6
system,yahoo,5
yahoo,tweaked,6
tweaked,technology,9
technology,better,9
better,job,6
job,handling,8
handling,blog,6
blog,entries,7
entries,jim,6
jim,lanzone,7
lanzone,vice,6
vice,president,7
president,search,8
search,properties,9
properties,ask,10
ask,jeeves,6
jeeves,us,5
us,said,4
said,acquire,6
acquire,bloglines,7
bloglines,get,7
get,foothold,7
foothold,blog,7
blog,publishing,7
publishing,world,9
world,said,4
said,ask,3
ask,jeeves,6
jeeves,much,6
much,interested,10
interested,helping,9
helping,people,5
people,find,6
find,information,9
information,looking,9
looking,rather,7
rather,helping,7
helping,write,6
write,universe,6
universe,readers,5
readers,vastly,6
vastly,larger,5
larger,universe,6
universe,writers,4
writers,said,6
said,mr,4
mr,lanzone,7
lanzone,said,6
said,acquisition,9
acquisition,would,10
would,sit,5
sit,well,4
well,ask,4
ask,jeeves,6
jeeves,service,5
service,lets,6
lets,people,5
people,customise,7
customise,web,9
web,experience,9
experience,build,9
build,personal,8
personal,collection,9
collection,useful,9
useful,links,6
links,search,6
search,engines,7
engines,discovering,10
discovering,information,9
information,first,8
first,time,4
time,rss,4
rss,ideal,5
ideal,way,4
way,keep,4
keep,track,5
track,monitor,7
monitor,sites,5
sites,said,4
said,would,4
would,also,5
also,help,4
help,drive,5
drive,information,9
information,entries,8
entries,blogs,6
blogs,portals,6
portals,ask,6
ask,jeeves,6
jeeves,operates,5
operates,would,8
would,instant,7
instant,sweeping,7
sweeping,changes,8
changes,bloglines,7
bloglines,said,8
said,mr,4
mr,lanzone,7
lanzone,intent,5
intent,take,5
take,time,2
time,figure,4
figure,right,4
right,business,7
business,model,7
model,try,5
try,monetise,7
monetise,right,7
right,away,5
away,said,4
said,though,6
though,mr,6
mr,lanzone,7
lanzone,added,6
added,ask,4
ask,jeeves,6
jeeves,would,6
would,helping,7
helping,organise,7
organise,database,5
database,300m,8
300m,blog,4
blog,entries,7
entries,bloglines,6
bloglines,holds,6
holds,net,5
net,indexing,6
indexing,technology,9
technology,able,9
able,search,5
search,blogosphere,10
blogosphere,one,9
one,corpus,5
corpus,information,9
information,useful,11
useful,right,6
right,said,5
said,mr,4
mr,lanzone,7
lanzone,rumours,7
rumours,acquisition,10
acquisition,broken,10
broken,napsterization,12
napsterization,weblog,12
weblog,said,6
said,got,4
got,hint,3
hint,ask,4
ask,jeeves,6
jeeves,insiders,6
insiders,,8
digital,guru,6
guru,floats,6
floats,sub,6
sub,100,3
100,pc,3
pc,nicholas,7
nicholas,negroponte,8
negroponte,chairman,9
chairman,founder,8
founder,mit,7
mit,media,3
media,labs,5
labs,says,2
says,developing,10
developing,laptop,8
laptop,pc,5
pc,go,2
go,sale,4
sale,less,4
less,100,4
100,53,3
53,told,4
told,bbc,4
bbc,world,5
world,service,6
service,programme,7
programme,go,8
go,digital,6
digital,hoped,7
hoped,would,3
would,become,6
become,education,8
education,tool,7
tool,developing,9
developing,countries,9
countries,said,8
said,one,4
one,laptop,6
laptop,per,5
per,child,5
child,could,2
could,important,8
important,development,8
development,child,10
child,whole,3
whole,family,5
family,village,7
village,neighbourhood,12
neighbourhood,said,11
said,child,3
child,could,2
could,use,4
use,laptop,6
laptop,like,5
like,text,4
text,book,4
book,described,9
described,device,5
device,stripped,6
stripped,laptop,7
laptop,would,6
would,run,4
run,linux,4
linux,based,5
based,operating,8
operating,system,8
system,get,5
get,display,7
display,20,7
20,need,4
need,rear,3
rear,project,5
project,image,6
image,rather,5
rather,using,6
using,ordinary,6
ordinary,flat,7
flat,panel,5
panel,second,6
second,trick,6
trick,get,5
get,rid,3
rid,fat,3
fat,skinny,6
skinny,gain,4
gain,speed,5
speed,ability,7
ability,use,7
use,smaller,6
smaller,processors,9
processors,slower,7
slower,memory,6
memory,device,5
device,probably,8
probably,exported,8
exported,kit,7
kit,parts,4
parts,assembled,9
assembled,locally,8
locally,keep,7
keep,costs,5
costs,mr,5
mr,negroponte,9
negroponte,said,10
said,profit,5
profit,venture,7
venture,though,6
though,recognised,9
recognised,manufacturers,12
manufacturers,components,12
components,would,9
would,making,6
making,money,5
money,1995,5
1995,mr,4
mr,negroponte,9
negroponte,published,10
published,bestselling,11
bestselling,digital,10
digital,widely,6
widely,seen,5
seen,predicting,8
predicting,digital,8
digital,age,6
age,concept,6
concept,based,6
based,experiments,10
experiments,us,10
us,state,5
state,maine,4
maine,children,6
children,given,5
given,laptop,6
laptop,computers,7
computers,take,8
take,home,3
home,work,3
work,idea,4
idea,popular,6
popular,amongst,7
amongst,children,8
children,initially,8
initially,received,8
received,resistance,8
resistance,teachers,9
teachers,problems,6
problems,laptops,7
laptops,getting,6
getting,broken,6
broken,however,6
however,mr,6
mr,negroponte,9
negroponte,adapted,8
adapted,idea,5
idea,work,4
work,cambodia,7
cambodia,set,8
set,two,3
two,schools,6
schools,together,8
together,wife,7
wife,gave,3
gave,children,7
children,laptops,8
laptops,put,6
put,25,3
25,laptops,7
laptops,three,7
three,years,5
years,ago,4
ago,one,3
one,broken,4
broken,kids,6
kids,cherish,6
cherish,things,5
things,also,6
also,tv,4
tv,telephone,8
telephone,games,8
games,machine,6
machine,textbook,8
textbook,mr,8
mr,negroponte,9
negroponte,wants,8
wants,laptops,4
laptops,become,6
become,common,5
common,mobile,5
mobile,phones,6
phones,conceded,6
conceded,ambitious,9
ambitious,nokia,8
nokia,make,4
make,200,4
200,million,7
million,cell,5
cell,phones,6
phones,year,6
year,us,4
us,claim,5
claim,re,5
re,going,5
going,make,5
make,200,4
200,million,7
million,laptops,7
laptops,big,7
big,number,5
number,re,5
re,talking,7
talking,three,6
three,five,4
five,years,5
years,re,4
re,talking,7
talking,months,7
months,plans,5
plans,distributing,11
distributing,end,11
end,2006,4
2006,already,7
already,discussion,10
discussion,chinese,9
chinese,education,9
education,ministry,8
ministry,expected,7
expected,make,7
make,large,3
large,order,4
order,china,5
china,spend,4
spend,17,5
17,per,3
per,child,5
child,per,5
per,year,2
year,textbooks,8
textbooks,five,9
five,six,3
six,years,5
years,distribute,9
distribute,sell,9
sell,laptops,7
laptops,quantities,7
quantities,one,8
one,million,6
million,ministries,7
ministries,education,8
education,cheaper,8
cheaper,marketing,8
marketing,overheads,8
overheads,go,9
go,away,4
away,,4
yahoo,celebrates,9
celebrates,decade,7
decade,online,5
online,yahoo,6
yahoo,one,5
one,net,2
net,iconic,5
iconic,companies,6
companies,celebrating,8
celebrating,10th,10
10th,anniversary,11
anniversary,week,10
week,web,2
web,portal,6
portal,undergone,8
undergone,remarkable,8
remarkable,change,8
change,since,4
since,set,4
set,stanford,7
stanford,university,10
university,students,8
students,david,7
david,filo,5
filo,jerry,5
jerry,yang,5
yang,campus,5
campus,trailer,6
trailer,students,7
students,wanted,7
wanted,way,4
way,keeping,7
keeping,track,7
track,web,5
web,based,4
based,interests,8
interests,categories,7
categories,lists,9
lists,devised,5
devised,soon,7
soon,became,6
became,popular,7
popular,hundreds,8
hundreds,people,7
people,two,5
two,saw,3
saw,business,7
business,potential,8
potential,idea,7
idea,originally,8
originally,dubbed,10
dubbed,jerry,6
jerry,guide,5
guide,world,5
world,wide,4
wide,web,3
web,firm,4
firm,adopted,7
adopted,moniker,6
moniker,yahoo,7
yahoo,founders,8
founders,liked,7
liked,dictionary,9
dictionary,definition,7
definition,yahoo,9
yahoo,rude,5
rude,unsophisticated,14
unsophisticated,uncouth,11
uncouth,person,7
person,term,4
term,popularised,10
popularised,18th,11
18th,century,6
century,satirist,7
satirist,jonathan,8
jonathan,swift,7
swift,classic,6
classic,novel,7
novel,gulliver,6
gulliver,travels,7
travels,certainly,6
certainly,sophisticated,12
sophisticated,civilised,9
civilised,mr,9
mr,yang,4
yang,told,4
told,reporters,8
reporters,ahead,8
ahead,anniversary,8
anniversary,officially,9
officially,recognised,10
recognised,2,10
2,march,5
march,business,8
business,brains,4
brains,however,7
however,april,7
april,1995,5
1995,persuaded,9
persuaded,venture,6
venture,capitalists,10
capitalists,sequoia,10
sequoia,capital,7
capital,also,6
also,invested,7
invested,apple,7
apple,computer,6
computer,cisco,7
cisco,systems,6
systems,fund,7
fund,yahoo,5
yahoo,tune,5
tune,2m,4
2m,1,2
1,04m,3
04m,second,6
second,round,4
round,funding,5
funding,followed,7
followed,autumn,8
autumn,company,6
company,floated,7
floated,april,7
april,1996,5
1996,less,4
less,50,4
50,employees,9
employees,firm,9
firm,employs,7
employs,7,7
7,600,3
600,workers,7
workers,insists,6
insists,dot,6
dot,com,2
com,culture,6
culture,work,6
work,hard,3
hard,play,4
play,hard,4
hard,still,5
still,remains,6
remains,one,6
one,handful,6
handful,survivors,9
survivors,dot,8
dot,com,2
com,crash,4
crash,although,7
although,faces,8
faces,intense,5
intense,rivalry,7
rivalry,firms,6
firms,google,6
google,msn,6
msn,aol,3
aol,jerry,5
jerry,yang,5
yang,remains,5
remains,firm,6
firm,chief,4
chief,yahoo,5
yahoo,proud,5
proud,company,7
company,achieved,7
achieved,one,7
one,decade,5
decade,internet,7
internet,changed,7
changed,way,6
way,consumers,9
consumers,everything,10
everything,remarkable,9
remarkable,wonderful,9
wonderful,experience,9
experience,said,9
said,wanted,4
wanted,build,5
build,products,7
products,satisfied,9
satisfied,users,8
users,wants,4
wants,needs,4
needs,even,4
even,help,4
help,every,4
every,one,4
one,us,3
us,discover,7
discover,get,7
get,done,4
done,share,4
share,interact,7
interact,,8
tough,rules,5
rules,ringtone,7
ringtone,sellers,8
sellers,firms,6
firms,flout,4
flout,rules,5
rules,ringtones,6
ringtones,mobile,8
mobile,extras,6
extras,sold,6
sold,could,2
could,cut,3
cut,uk,2
uk,phone,5
phone,networks,7
networks,rules,7
rules,allow,4
allow,offenders,9
offenders,cut,9
cut,let,2
let,consumers,8
consumers,know,8
know,exactly,7
exactly,get,6
get,money,4
money,turn,5
turn,services,7
services,first,7
first,month,5
month,new,4
new,rules,4
rules,seen,4
seen,least,4
least,ten,4
ten,firms,5
firms,suspended,9
suspended,clean,8
clean,way,4
way,work,3
work,rules,5
rules,brought,5
brought,ensure,6
ensure,problems,7
problems,plaguing,7
plaguing,net,8
net,users,4
users,spread,5
spread,mobile,6
mobile,phones,6
phones,last,6
last,couple,6
couple,years,6
years,ringtones,8
ringtones,wallpapers,8
wallpapers,screensavers,8
screensavers,lots,11
lots,extras,4
extras,phones,5
phones,become,5
become,hugely,6
hugely,popular,6
popular,fierce,7
fierce,competition,10
competition,making,9
making,difficult,8
difficult,firms,7
firms,get,5
get,wares,4
wares,front,5
front,consumers,8
consumers,said,8
said,jeremy,6
jeremy,flynn,6
flynn,head,5
head,third,3
third,party,5
party,services,7
services,vodafone,8
vodafone,operator,7
operator,portal,5
portal,going,5
going,quite,4
quite,heavy,5
heavy,marketing,8
marketing,costs,8
costs,problem,6
problem,people,3
people,discover,7
discover,services,7
services,said,6
said,combat,6
combat,many,5
many,ringtone,7
ringtone,mobile,7
mobile,content,6
content,sellers,6
sellers,started,6
started,using,7
using,new,5
new,tactic,6
tactic,squeeze,7
squeeze,cash,7
cash,customers,7
customers,tactic,8
tactic,involved,8
involved,signing,8
signing,people,7
people,subscription,11
subscription,give,11
give,instance,7
instance,several,8
several,ringtones,9
ringtones,per,8
per,week,3
week,month,5
month,instead,6
instead,single,5
single,track,6
track,thought,6
thought,getting,7
getting,mr,7
mr,flynn,5
flynn,said,5
said,move,4
move,using,5
using,subscriptions,9
subscriptions,happened,12
happened,space,6
space,weeks,5
weeks,end,4
end,2004,4
2004,websites,8
websites,grumbletext,8
grumbletext,co,11
co,uk,2
uk,started,7
started,getting,7
getting,reports,6
reports,customers,7
customers,racking,9
racking,large,6
large,bills,5
bills,phone,5
phone,content,5
content,know,6
know,signed,5
signed,made,5
made,us,4
us,uncomfortable,12
uncomfortable,services,12
services,marketed,6
marketed,transparently,10
transparently,said,11
said,mr,4
mr,flynn,5
flynn,people,6
people,know,5
know,offered,7
offered,subscription,11
subscription,service,9
service,saw,6
saw,potential,8
potential,substantial,5
substantial,consumer,10
consumer,harm,7
harm,added,5
added,swift,5
swift,adoption,7
adoption,subscription,7
subscription,services,10
services,led,7
led,creation,7
creation,new,7
new,code,4
code,conduct,4
conduct,firms,7
firms,want,5
want,sell,4
sell,content,6
content,mobile,6
mobile,phones,6
phones,drafting,8
drafting,new,8
new,rules,4
rules,led,3
led,mobile,5
mobile,entertainment,11
entertainment,forum,11
forum,uk,4
uk,phone,5
phone,firms,5
firms,everyone,7
everyone,required,7
required,conform,7
conform,code,5
code,conduct,4
conduct,said,6
said,andrew,5
andrew,bud,5
bud,regulatory,9
regulatory,head,8
head,mef,3
mef,executive,8
executive,chairman,9
chairman,messaging,8
messaging,firm,8
firm,mblox,5
mblox,transparency,12
transparency,said,10
said,consumers,8
consumers,told,8
told,got,3
got,get,1
get,consumer,7
consumer,right,8
right,protected,7
protected,said,8
said,christian,7
christian,harris,7
harris,partnership,7
partnership,manager,8
manager,mobile,5
mobile,content,6
content,firm,7
firm,zed,4
zed,said,3
said,new,4
new,system,5
system,essential,7
essential,consumers,9
consumers,trust,8
trust,companies,9
companies,sell,9
sell,ringtones,9
ringtones,downloads,7
downloads,groundrules,8
groundrules,must,10
must,applied,7
applied,across,6
across,whole,5
whole,industry,8
industry,done,7
done,effectively,10
effectively,see,9
see,cowboys,7
cowboys,driven,7
driven,said,5
said,new,4
new,rules,4
rules,came,4
came,force,4
force,15,5
15,january,7
january,first,7
first,month,5
month,new,4
new,regime,5
regime,seen,5
seen,many,4
many,firms,5
firms,cautioned,8
cautioned,honouring,8
honouring,told,8
told,revamp,6
revamp,websites,7
websites,customers,7
customers,know,8
know,get,4
get,money,4
money,signing,6
signing,said,5
said,mr,4
mr,flynn,5
flynn,also,4
also,said,4
said,mr,4
mr,flynn,5
flynn,vodafone,7
vodafone,briefly,7
briefly,cut,7
cut,eight,4
eight,ten,5
ten,content,4
content,sellers,6
sellers,flouting,8
flouting,rules,7
rules,quite,4
quite,draconian,8
draconian,contracts,8
contracts,firms,7
firms,said,5
said,say,2
say,cut,3
cut,rules,4
rules,consumers,6
consumers,must,8
must,able,4
able,switch,6
switch,services,6
services,using,7
using,universal,7
universal,stop,9
stop,command,7
command,sent,6
sent,via,4
via,text,4
text,message,6
message,said,5
said,system,5
system,designed,6
designed,limit,7
limit,much,5
much,consumer,7
consumer,pay,8
pay,inadvertently,11
inadvertently,signed,12
signed,service,6
service,mobile,5
mobile,personal,7
personal,people,5
people,really,4
really,resent,4
resent,abuse,5
abuse,effectively,10
effectively,part,10
part,personality,8
personality,said,8
said,mr,4
mr,flynn,5
flynn,,5
,friends,7
friends,fear,5
fear,lost,4
lost,mobiles,6
mobiles,people,5
people,becoming,6
becoming,dependent,7
dependent,mobile,8
mobile,phones,6
phones,one,3
one,three,4
three,concerned,7
concerned,losing,7
losing,phone,5
phone,would,5
would,mean,5
mean,lose,4
lose,friends,6
friends,50,7
50,mobile,6
mobile,owners,6
owners,reported,7
reported,phone,6
phone,stolen,4
stolen,lost,5
lost,last,1
last,three,5
three,years,5
years,half,4
half,54,4
54,asked,5
asked,poll,5
poll,mobile,4
mobile,firm,5
firm,intervoice,9
intervoice,said,9
said,another,7
another,address,6
address,book,7
book,fifth,5
fifth,rely,5
rely,entirely,4
entirely,mobiles,6
mobiles,80,7
80,uk,2
uk,adults,5
adults,least,5
least,one,5
one,mobile,4
mobile,according,7
according,official,8
official,figures,7
figures,estimated,7
estimated,53,9
53,65s,2
65s,mobile,6
mobile,according,7
according,intervoice,8
intervoice,figures,9
figures,higher,4
higher,aged,4
aged,15,4
15,34,2
34,15,2
15,24,2
24,year,4
year,olds,4
olds,94,4
94,25,2
25,34,2
34,year,4
year,olds,4
olds,92,4
92,least,5
least,one,5
one,nineteen,6
nineteen,percent,6
percent,mobile,7
mobile,owners,6
owners,concerned,6
concerned,long,7
long,would,4
would,take,5
take,find,4
find,contacts,7
contacts,information,9
information,phone,10
phone,lost,4
lost,stolen,5
stolen,replaced,6
replaced,survey,7
survey,showed,4
showed,extent,6
extent,people,6
people,become,4
become,reliant,6
reliant,phones,7
phones,address,5
address,book,7
book,many,4
many,mobile,5
mobile,owners,6
owners,bother,4
bother,make,5
make,back,3
back,ups,4
ups,contact,7
contact,details,6
details,people,5
people,changing,8
changing,phones,6
phones,year,6
year,average,5
average,becomes,6
becomes,problem,6
problem,also,6
also,becoming,7
becoming,less,7
less,likely,4
likely,remember,7
remember,numbers,5
numbers,heart,6
heart,relying,6
relying,mobile,6
mobile,phone,5
phone,book,4
book,instead,7
instead,re,6
re,nation,6
nation,lazy,5
lazy,sos,4
sos,david,5
david,noone,5
noone,intervoice,7
intervoice,said,9
said,put,4
put,numbers,6
numbers,phones,5
phones,call,6
call,friend,6
friend,touch,6
touch,one,4
one,two,3
two,buttons,5
buttons,certainly,7
certainly,bothered,8
bothered,write,7
write,old,5
old,fashioned,7
fashioned,address,8
address,book,7
book,mobile,5
mobile,phone,5
phone,plays,4
plays,key,4
key,role,4
role,modern,4
modern,relationships,12
relationships,take,12
take,phone,4
phone,away,5
away,way,1
way,manage,5
manage,relationships,11
relationships,falls,11
falls,apart,5
apart,one,5
one,three,4
three,women,4
women,survey,5
survey,said,5
said,thought,7
thought,lost,5
lost,phones,5
phones,would,5
would,mean,5
mean,would,5
would,lose,4
lose,touch,4
touch,people,5
people,altogether,8
altogether,62,10
62,said,4
said,idea,4
idea,partner,6
partner,number,5
number,mr,4
mr,noone,5
noone,said,5
said,mobile,5
mobile,operators,9
operators,provide,7
provide,back,7
back,services,7
services,network,7
network,instead,6
instead,relying,7
relying,mobile,6
mobile,owners,6
owners,find,5
find,ways,4
ways,generally,8
generally,information,9
information,sim,10
sim,cards,5
cards,backed,5
backed,physical,8
physical,memory,8
memory,cards,6
cards,copied,5
copied,onto,5
onto,computers,7
computers,via,9
via,cables,6
cables,phone,5
phone,smartphone,5
smartphone,model,8
model,right,5
right,software,8
software,sim,7
sim,back,4
back,devices,6
devices,bought,7
bought,phone,6
phone,shops,3
shops,pounds,5
pounds,operators,7
operators,offer,7
offer,customers,7
customers,free,8
free,web,3
web,based,4
based,back,3
back,services,7
services,orange,6
orange,told,6
told,bbc,4
bbc,news,4
news,website,5
website,orange,6
orange,smartphones,9
smartphones,could,10
could,use,4
use,phone,4
phone,syncing,6
syncing,service,5
service,means,6
means,back,4
back,ups,4
ups,address,6
address,books,6
books,data,5
data,created,5
created,online,6
online,non,4
non,smartphone,8
smartphone,users,9
users,memory,5
memory,mate,5
mate,card,3
card,could,3
could,used,4
used,back,4
back,data,3
data,phone,5
phone,o2,4
o2,also,4
also,offers,6
offers,free,4
free,web,3
web,based,4
based,syncing,7
syncing,service,5
service,works,6
works,gprs,3
gprs,gsm,3
gsm,neither,7
neither,vodafone,8
vodafone,mobile,6
mobile,currently,8
currently,offer,8
offer,free,3
free,network,7
network,service,6
service,back,6
back,ups,4
ups,encourage,8
encourage,people,7
people,use,5
use,sim,3
sim,back,4
back,devices,6
devices,thought,7
thought,10,7
10,0,2
0,phones,6
phones,lost,5
lost,stolen,5
stolen,every,6
every,month,5
month,50,5
50,total,5
total,street,5
street,crime,5
crime,involves,7
involves,mobile,6
mobile,mobile,0
mobile,phone,5
phone,sales,5
sales,expected,7
expected,continue,8
continue,growing,6
growing,next,7
next,year,3
year,globally,7
globally,167,8
167,million,7
million,mobile,5
mobile,phones,6
phones,sold,5
sold,third,4
third,quarter,6
quarter,2004,7
2004,26,3
26,previous,8
previous,year,7
year,according,8
according,analysts,8
analysts,predicted,8
predicted,two,8
two,billion,6
billion,handsets,8
handsets,use,6
use,worldwide,8
worldwide,end,8
end,2005,4
2005,,4
games,enter,4
enter,classroom,8
classroom,video,8
video,games,4
games,could,5
could,soon,4
soon,transplanted,10
transplanted,natural,10
natural,habitat,5
habitat,academic,7
academic,atmosphere,9
atmosphere,classroom,9
classroom,violent,9
violent,titles,4
titles,continuing,8
continuing,top,9
top,charts,6
charts,gaming,6
gaming,learning,4
learning,always,7
always,sat,5
sat,well,4
well,together,7
together,tide,6
tide,could,5
could,beginning,9
beginning,turn,8
turn,recent,5
recent,research,5
research,london,8
london,institute,9
institute,education,8
education,concluded,8
concluded,games,8
games,valid,4
valid,place,5
place,classroom,7
classroom,games,8
games,teach,5
teach,life,5
life,skills,5
skills,decision,7
decision,making,7
making,problem,7
problem,solving,7
solving,said,5
said,martin,4
martin,owen,5
owen,futurelab,8
futurelab,mr,8
mr,owen,4
owen,said,4
said,games,4
games,could,5
could,also,5
also,help,4
help,children,6
children,make,7
make,quick,5
quick,assessments,11
assessments,situations,9
situations,learning,8
learning,trial,6
trial,error,4
error,futurelab,8
futurelab,non,9
non,profit,5
profit,organisation,9
organisation,looking,11
looking,ways,7
ways,using,5
using,technology,8
technology,innovative,10
innovative,learning,9
learning,game,7
game,firms,4
firms,busy,5
busy,turning,6
turning,profit,6
profit,lucrative,7
lucrative,commercial,9
commercial,market,8
market,consider,7
consider,developing,10
developing,games,9
games,use,4
use,schools,7
schools,liverpool,7
liverpool,based,8
based,games,3
games,firm,5
firm,lateral,6
lateral,visions,7
visions,saw,6
saw,gap,2
gap,market,5
market,learning,6
learning,games,7
games,somewhat,6
somewhat,old,7
old,fashioned,7
fashioned,didn,7
didn,see,4
see,anyone,5
anyone,else,5
else,wanted,5
wanted,said,4
said,dr,4
dr,carl,3
carl,gavin,4
gavin,managing,5
managing,director,8
director,lateral,7
lateral,visions,7
visions,company,6
company,set,7
set,write,4
write,something,8
something,look,8
look,feel,4
feel,commercial,8
commercial,game,8
game,educational,10
educational,learning,9
learning,element,6
element,result,5
result,racing,5
racing,academy,6
academy,massively,6
massively,multiplayer,8
multiplayer,car,9
car,racing,5
racing,game,5
game,requires,7
requires,thirst,6
thirst,speed,6
speed,working,7
working,knowledge,7
knowledge,physics,9
physics,engineering,10
engineering,well,10
well,used,4
used,futurelab,7
futurelab,test,7
test,viability,8
viability,using,8
using,gaming,3
gaming,classroom,8
classroom,keen,9
keen,find,4
find,whether,7
whether,alongside,9
alongside,learning,7
learning,game,7
game,also,4
also,learn,5
learn,something,7
something,rest,8
rest,world,5
world,understand,8
understand,educational,9
educational,said,9
said,mr,4
mr,owen,4
owen,players,6
players,understand,8
understand,car,9
car,works,4
works,order,4
order,win,5
win,races,5
races,knowledge,8
knowledge,physics,9
physics,engineering,10
engineering,gather,8
gather,along,5
along,way,5
way,done,4
done,way,4
way,text,4
text,book,4
book,teach,5
teach,game,4
game,requires,7
requires,users,6
users,build,5
build,maintain,7
maintain,vehicles,8
vehicles,monitor,7
monitor,analyse,7
analyse,performance,10
performance,using,10
using,data,5
data,variety,5
variety,outputs,6
outputs,racing,7
racing,teamwork,7
teamwork,essential,9
essential,chat,8
chat,area,4
area,allows,5
allows,students,7
students,exchange,7
exchange,information,10
information,data,9
data,work,4
work,collaboratively,13
collaboratively,review,12
review,performances,10
performances,fusion,10
fusion,chatrooms,8
chatrooms,gaming,8
gaming,special,6
special,interest,7
interest,futurelab,6
futurelab,talking,8
talking,others,7
others,much,6
much,learning,8
learning,achieved,8
