Current_Word,Next_Word,Levenshtein_Distance
phone,functioned,7
functioned,said,8
said,owner,5
owner,western,5
western,europe,6
europe,always,6
always,market,6
market,quite,5
quite,attentive,7
attentive,design,7
design,said,5
said,ms,4
ms,milanesi,6
milanesi,people,7
people,something,8
something,nice,8
nice,looking,6
looking,together,7
together,entertainment,10
entertainment,side,11
side,year,4
year,music,5
music,part,5
part,play,3
play,market,6
market,full,6
full,track,5
track,music,5
music,downloads,9
downloads,worth,7
worth,20,5
20,million,7
million,10,7
10,5,2
5,million,7
million,2004,7
2004,set,4
set,worth,4
worth,1,5
1,8,1
8,billion,7
billion,94,7
94,million,7
million,2009,7
2009,according,9
according,juniper,9
juniper,research,8
research,sony,7
sony,ericsson,6
ericsson,released,7
released,walkman,7
walkman,branded,7
branded,mobile,6
mobile,phone,5
phone,w800,5
w800,combines,8
combines,digital,7
digital,music,6
music,player,6
player,30,6
30,hours,5
hours,battery,6
battery,life,6
life,two,4
two,megapixel,9
megapixel,camera,8
camera,july,6
july,last,4
last,year,4
year,motorola,7
motorola,apple,7
apple,announced,7
announced,version,9
version,itunes,7
itunes,online,5
online,music,5
music,downloading,10
downloading,service,10
service,would,7
would,released,7
released,would,7
would,compatible,8
compatible,motorola,8
motorola,mobile,5
mobile,phones,6
phones,apple,5
apple,said,5
said,new,4
new,itunes,4
itunes,music,5
music,player,6
player,would,6
would,become,6
become,motorola,7
motorola,standard,8
standard,music,8
music,application,9
application,music,9
music,phones,6
phones,challenge,7
challenge,balancing,7
balancing,storage,9
storage,capacity,8
capacity,battery,6
battery,life,6
life,mobile,4
mobile,music,4
music,hopes,5
hopes,compete,4
compete,digital,7
digital,music,6
music,players,7
players,like,5
like,ipod,4
ipod,ms,4
ms,milanesi,6
milanesi,said,7
said,models,6
models,would,4
would,likely,5
likely,released,7
released,coming,8
coming,year,6
year,hard,3
hard,drives,6
drives,would,6
would,likely,5
likely,compete,6
compete,smaller,6
smaller,capacity,7
capacity,music,7
music,players,7
players,around,7
around,four,4
four,gigabyte,8
gigabyte,storage,7
storage,capacity,8
capacity,would,8
would,put,4
put,much,3
much,strain,6
strain,battery,6
battery,life,6
life,,4
domain,system,6
system,opens,6
opens,door,5
door,scams,5
scams,system,5
system,make,5
make,easier,4
easier,create,5
create,website,5
website,addresses,8
addresses,using,8
using,alphabets,9
alphabets,like,7
like,cyrillic,7
cyrillic,could,6
could,open,4
open,back,4
back,door,4
door,scammers,7
scammers,trade,6
trade,body,4
body,warned,6
warned,internationalised,13
internationalised,domain,14
domain,names,5
names,system,5
system,work,6
work,progress,6
progress,years,6
years,recently,7
recently,approved,8
approved,internet,7
internet,engineering,7
engineering,task,11
task,force,5
force,uk,5
uk,internet,8
internet,forum,7
forum,ukif,5
ukif,concerned,9
concerned,system,8
system,let,5
let,scammers,7
scammers,create,7
create,fake,4
fake,sites,4
sites,easily,5
easily,problem,6
problem,lies,6
lies,computer,7
computer,codes,5
codes,used,4
used,represent,7
represent,language,9
language,registering,10
registering,names,10
names,look,5
look,like,3
like,legitimate,7
legitimate,companies,10
companies,lead,8
lead,users,4
users,fake,5
fake,sites,4
sites,designed,5
designed,steal,7
steal,passwords,8
passwords,credit,9
credit,card,4
card,details,6
details,could,6
could,become,5
become,whole,4
whole,lot,4
lot,easier,6
easier,determined,7
determined,scammers,9
scammers,says,5
says,stephen,6
stephen,dyer,6
dyer,director,5
director,ukif,8
ukif,domain,5
domain,names,5
names,real,5
real,language,7
language,addresses,8
addresses,websites,7
websites,rather,7
rather,internet,6
internet,protocol,8
protocol,address,8
address,series,5
series,numbers,5
numbers,used,5
used,people,6
people,easily,5
easily,navigate,6
navigate,web,8
web,called,5
called,ascii,5
ascii,codes,5
codes,used,4
used,represent,7
represent,european,6
european,languages,9
languages,languages,0
languages,hybrid,9
hybrid,system,5
system,called,5
called,unicode,6
unicode,used,5
used,example,7
example,website,6
website,paypal,7
paypal,could,6
could,coded,2
coded,using,5
using,mixture,7
mixture,latin,6
latin,alphabet,6
alphabet,russian,8
russian,alphabet,8
alphabet,resulting,9
resulting,domain,7
domain,displayed,7
displayed,users,8
users,would,5
would,look,4
look,identical,9
identical,real,6
real,site,4
site,russian,5
russian,look,7
look,like,3
like,english,5
english,computer,8
computer,code,5
code,would,4
would,different,9
different,site,7
site,would,5
would,lead,4
lead,users,4
users,could,5
could,fake,5
fake,theory,6
theory,fake,6
fake,paypal,5
paypal,com,6
com,already,7
already,registered,9
registered,net,8
net,domain,6
domain,giant,5
giant,verisign,7
verisign,someone,8
someone,followed,5
followed,debate,7
debate,around,6
around,internationalised,14
internationalised,domain,14
domain,name,5
name,idn,4
idn,system,6
system,said,5
said,mr,4
mr,dyer,3
dyer,idea,3
idea,prove,5
prove,point,4
point,rather,6
rather,malicious,8
malicious,fake,8
fake,domain,5
domain,handed,6
handed,back,5
back,paypal,5
paypal,sets,6
sets,worrying,8
worrying,precedent,8
precedent,mr,8
mr,dyer,3
dyer,said,4
said,although,8
although,idn,8
idn,problem,7
problem,well,6
well,known,5
known,technical,8
technical,circles,8
circles,commercial,7
commercial,world,8
world,totally,5
totally,unaware,7
unaware,easily,6
easily,websites,5
websites,faked,7
faked,said,3
said,mr,4
mr,dyer,3
dyer,important,8
important,alert,7
alert,users,3
users,new,4
new,invisible,8
invisible,almost,8
almost,undetectable,11
undetectable,way,11
way,diverting,9
diverting,looks,9
looks,like,3
like,perfectly,8
perfectly,genuine,8
genuine,site,5
site,added,4
added,solutions,9
solutions,instance,8
instance,browsers,8
browsers,could,7
could,spot,5
spot,domains,7
domains,use,7
use,mixed,4
mixed,characters,9
characters,display,10
display,different,7
different,colours,8
colours,warning,7
warning,users,7
users,mr,4
mr,dyer,3
dyer,acknowledged,10
acknowledged,would,9
would,huge,4
huge,undertaking,10
undertaking,update,8
update,world,6
world,browsers,7
browsers,another,5
another,solution,7
solution,introduce,9
introduce,idn,7
idn,disabled,7
disabled,browsers,8
browsers,could,7
could,case,4
case,throwing,8
throwing,baby,8
baby,bath,2
bath,water,3
water,said,4
said,centr,5
centr,council,5
council,european,8
european,national,7
national,top,6
top,level,5
level,domain,6
domain,registries,9
registries,agrees,6
agrees,rush,5
rush,introduce,7
introduce,idn,7
idn,disabled,7
disabled,browsers,8
browsers,marketplace,10
marketplace,overly,9
overly,zealous,6
zealous,step,7
step,harm,4
harm,public,6
public,confidence,8
confidence,idns,7
idns,technology,9
technology,desperately,9
desperately,needed,8
needed,non,5
non,english,6
english,speaking,7
speaking,world,8
world,organisation,11
organisation,said,9
said,statement,7
statement,,9
,re,2
re,draft,4
draft,eu,5
eu,patent,5
patent,law,5
law,proposed,8
proposed,european,6
european,law,7
law,software,7
software,patents,7
patents,re,6
re,drafted,5
drafted,european,7
european,commission,9
commission,ec,10
ec,despite,6
despite,requests,6
requests,meps,6
meps,law,4
law,proving,7
proving,controversial,9
controversial,limbo,12
limbo,year,5
year,major,4
major,tech,5
tech,firms,5
firms,say,5
say,needed,6
needed,protect,6
protect,inventions,9
inventions,others,8
others,fear,5
fear,hurt,4
hurt,smaller,7
smaller,tech,7
tech,firms,5
firms,ec,5
ec,says,4
says,council,7
council,ministers,9
ministers,adopt,8
adopt,draft,4
draft,version,6
version,agreed,6
agreed,upon,6
upon,last,4
last,may,3
may,said,3
said,would,4
would,review,6
review,aspects,7
aspects,directive,6
directive,directive,0
directive,intended,8
intended,offer,7
offer,patent,5
patent,protection,6
protection,inventions,6
inventions,use,9
use,software,7
software,achieve,7
achieve,effect,6
effect,words,6
words,computer,7
computer,implemented,8
implemented,invention,8
invention,letter,7
letter,ec,5
ec,president,8
president,jos,8
jos,233,3
233,manuel,6
manuel,barroso,6
barroso,told,6
told,president,8
president,european,8
european,parliament,8
parliament,josep,9
josep,borrell,5
borrell,commission,9
commission,intend,9
intend,refer,5
refer,new,4
new,proposal,8
proposal,parliament,8
parliament,council,10
council,ministers,9
ministers,supported,8
supported,agreement,9
agreement,reached,7
reached,ministers,8
ministers,may,8
may,2004,4
2004,european,8
european,council,8
council,agrees,7
agrees,draft,5
draft,directive,6
directive,return,6
return,second,5
second,reading,5
reading,european,7
european,parliament,8
parliament,guarantee,8
guarantee,directive,7
directive,become,6
become,law,6
law,instead,6
instead,probably,8
probably,mean,7
mean,delays,4
delays,controversy,10
controversy,directive,10
directive,eu,8
eu,legislation,10
legislation,needs,9
needs,approval,8
approval,parliament,8
parliament,council,10
council,ministers,9
ministers,becomes,7
becomes,law,7
law,french,6
french,green,4
green,mep,4
mep,alain,5
alain,lipietz,6
lipietz,warned,6
warned,two,6
two,weeks,5
weeks,ago,5
ago,commission,9
commission,ignored,10
ignored,parliament,9
parliament,request,7
request,would,6
would,insult,4
insult,assembly,6
assembly,said,7
said,parliament,8
parliament,would,9
would,reject,6
reject,council,6
council,version,7
version,legislation,6
legislation,part,10
part,final,5
final,conciliation,10
conciliation,stage,11
stage,decision,8
decision,procedure,8
procedure,us,8
us,patenting,9
patenting,computer,8
computer,programs,8
programs,internet,7
internet,business,7
business,methods,7
methods,permitted,7
permitted,means,8
means,us,4
us,based,4
based,amazon,5
amazon,com,5
com,holds,4
holds,patent,6
patent,one,5
one,click,5
click,shopping,7
shopping,service,6
service,example,6
example,critics,7
critics,concerned,8
concerned,directive,8
directive,could,8
could,lead,4
lead,similar,6
similar,model,6
model,happening,8
happening,europe,8
europe,fear,5
fear,could,5
could,hurt,4
hurt,small,5
small,software,6
software,developers,9
developers,legal,8
legal,financial,7
financial,might,8
might,larger,5
larger,companies,7
companies,fight,9
fight,patent,5
patent,legal,6
legal,action,6
action,court,5
court,supporters,8
supporters,say,9
say,current,7
current,laws,7
laws,inefficient,11
inefficient,would,11
would,serve,5
serve,even,3
even,playing,6
playing,field,7
field,without,6
without,bringing,7
bringing,eu,8
eu,laws,4
laws,line,3
line,us,4
us,,2
ultra,fast,5
fast,wi,4
wi,fi,1
fi,nears,5
nears,completion,9
completion,ultra,8
ultra,high,5
high,speed,5
speed,wi,5
wi,fi,1
fi,connections,10
connections,moved,9
moved,closer,4
closer,reality,7
reality,thursday,7
thursday,intel,8
intel,said,5
said,would,4
would,list,5
list,standards,9
standards,technology,9
technology,later,10
later,year,4
year,intel,5
intel,developing,8
developing,ultra,9
ultra,wideband,7
wideband,technology,10
technology,uwb,10
uwb,would,4
would,allow,5
allow,fast,5
fast,data,3
data,transfer,7
transfer,low,8
low,power,3
power,needs,5
needs,uwb,5
uwb,tipped,6
tipped,used,4
used,wireless,7
wireless,transfer,8
transfer,video,7
video,home,4
home,office,5
office,use,5
use,wireless,7
wireless,usb,7
usb,devices,7
devices,need,5
need,low,4
low,power,3
power,consumption,10
consumption,rival,11
rival,uwb,5
uwb,standard,8
standard,developed,8
developed,motorola,8
motorola,chip,8
chip,firm,4
firm,freescale,8
freescale,mobile,7
mobile,phone,5
phone,conference,8
conference,3gsm,10
3gsm,cannes,6
cannes,last,5
last,month,4
month,samsung,6
samsung,demonstrated,10
demonstrated,phone,9
phone,using,4
using,uwb,4
uwb,technology,10
technology,freescale,9
freescale,press,6
press,conference,8
conference,thursday,9
thursday,intel,8
intel,announced,7
announced,two,8
two,uwb,2
uwb,groups,5
groups,wimedia,7
wimedia,alliance,8
alliance,multi,7
multi,band,5
band,ofdm,4
ofdm,alliance,8
alliance,merged,8
merged,support,7
support,technology,9
technology,uwb,10
uwb,makes,5
makes,possible,8
possible,stream,7
stream,huge,5
huge,amounts,6
amounts,data,6
data,air,3
air,short,4
short,distances,8
distances,one,7
one,likely,5
likely,uses,5
uses,uwb,3
uwb,make,4
make,possible,7
possible,send,7
send,dvd,3
dvd,quality,7
quality,video,7
video,images,5
images,wirelessly,7
wirelessly,tv,10
tv,screens,7
screens,let,6
let,people,5
people,beam,5
beam,music,5
music,media,3
media,players,7
players,around,7
around,home,5
home,technology,8
technology,potential,9
potential,transmit,8
transmit,hundreds,8
hundreds,megabits,7
megabits,data,6
data,per,4
per,second,5
second,consumer,7
consumer,electronics,10
electronics,companies,8
companies,want,7
want,uwb,4
uwb,replace,7
replace,cables,6
cables,simplify,7
simplify,set,7
set,jeff,3
jeff,ravencraft,8
ravencraft,technology,9
technology,strategist,10
strategist,intel,8
intel,chairman,7
chairman,wireless,8
wireless,usb,7
usb,promoter,8
promoter,group,6
group,told,4
told,technology,7
technology,site,10
site,zdnet,4
zdnet,thirty,5
thirty,percent,7
percent,consumer,8
consumer,electronics,10
electronics,returns,7
returns,consumer,7
consumer,couldn,5
couldn,set,6
set,equipment,7
equipment,first,7
first,products,7
products,using,8
using,uwb,4
uwb,technology,10
technology,intel,9
intel,due,4
due,hit,3
hit,market,5
market,later,4
later,year,4
year,initially,8
initially,products,9
products,using,8
using,wireless,8
wireless,usb,7
usb,2,3
2,0,1
0,connections,11
connections,uwb,11
uwb,could,4
could,also,5
also,used,4
used,create,5
create,called,5
called,personal,8
personal,area,6
area,networks,7
networks,let,6
let,person,5
person,gadgets,7
gadgets,quickly,7
quickly,easily,5
easily,swap,5
swap,data,4
data,amongst,7
amongst,technology,9
technology,works,9
works,range,5
range,10,5
10,metres,6
metres,uses,4
uses,billions,7
billions,short,7
short,radio,5
radio,pulses,6
pulses,every,6
every,second,5
second,carry,6
carry,data,4
data,intel,4
intel,says,5
says,benefit,7
benefit,uwb,7
uwb,interfere,9
interfere,wi,9
wi,fi,1
fi,technologies,11
technologies,already,11
already,use,6
use,wi,3
wi,fi,1
fi,wimax,4
wimax,mobile,6
mobile,phone,5
phone,networks,7
networks,,8
cebit,opens,5
opens,mobile,5
mobile,music,4
music,tune,4
tune,cebit,5
cebit,world,5
world,largest,6
largest,hi,7
hi,tech,4
tech,fair,4
fair,opened,6
opened,doors,6
doors,hanover,6
hanover,look,6
look,latest,5
latest,technologies,10
technologies,homes,8
homes,businesses,8
businesses,6,10
6,0,3
0,exhibitors,10
exhibitors,registered,8
registered,500,10
500,0,1
0,visitors,8
visitors,expected,8
expected,pass,7
pass,doors,4
doors,third,4
third,generation,9
generation,mobiles,10
mobiles,digital,6
digital,home,7
home,broadband,8
broadband,key,9
key,themes,5
themes,show,5
show,camera,6
camera,phones,6
phones,get,5
get,better,4
better,resolutions,9
resolutions,vendors,8
vendors,set,6
set,prove,5
prove,bigger,5
bigger,definitely,8
definitely,better,7
better,samsung,7
samsung,set,6
set,steal,3
steal,initial,4
initial,limelight,7
limelight,launch,7
launch,7,6
7,megapixel,9
megapixel,phone,8
phone,opening,5
opening,day,7
day,sch,3
sch,v770,4
v770,features,8
features,high,8
high,end,4
end,digital,7
digital,single,6
single,lens,5
lens,reflex,5
reflex,cameras,7
cameras,manual,5
manual,focus,5
focus,ability,7
ability,attach,6
attach,telephoto,8
telephoto,wide,8
wide,angle,4
angle,lens,5
lens,camera,5
camera,phones,6
phones,likely,6
likely,prove,6
prove,interesting,10
interesting,battle,9
battle,ground,6
ground,show,5
show,said,3
said,ben,4
ben,wood,4
wood,principal,9
principal,analyst,8
analyst,research,8
research,firm,7
firm,gartner,6
gartner,firmly,6
firmly,established,10
established,cameras,10
cameras,integral,5
integral,part,7
part,phones,5
phones,technology,8
technology,arms,10
arms,race,4
race,terms,5
terms,megapixels,8
megapixels,certain,8
certain,amount,7
amount,look,5
look,big,4
big,mine,3
mine,said,4
said,also,4
also,increasing,9
increasing,focus,8
focus,music,5
music,enabled,7
enabled,mobiles,5
mobiles,3gsm,7
3gsm,cannes,6
cannes,everyone,7
everyone,went,6
went,music,5
music,mad,4
mad,music,4
music,going,5
going,big,3
big,theme,5
theme,vendors,7
vendors,cebit,6
cebit,said,4
said,mr,4
mr,wood,4
wood,sony,3
sony,ericsson,6
ericsson,use,7
use,fair,4
fair,show,4
show,w800,4
w800,recently,8
recently,unveiled,7
unveiled,walkman,8
walkman,branded,7
branded,phone,5
phone,speculation,9
speculation,motorola,10
motorola,may,7
may,unveil,6
unveil,rokr,6
rokr,handset,7
handset,widely,6
widely,tipped,5
tipped,first,5
first,carry,4
carry,apple,5
apple,itunes,5
itunes,music,5
music,software,8
software,apple,7
apple,motorola,7
motorola,announced,8
announced,getting,8
getting,together,6
together,end,7
end,last,4
last,year,4
year,result,5
result,long,6
long,standing,6
standing,friendship,8
friendship,motorola,10
motorola,chief,8
chief,executive,7
executive,ed,8
ed,zander,5
zander,steve,5
steve,jobs,5
jobs,analysts,7
analysts,think,8
think,motorola,7
motorola,may,7
may,save,3
save,launch,5
launch,ctia,6
ctia,wireless,8
wireless,show,8
show,america,7
america,following,8
following,week,8
week,could,5
could,telling,6
telling,sign,6
sign,operators,9
operators,coming,9
coming,view,5
view,german,6
german,tech,5
tech,fair,4
fair,one,4
one,interesting,9
interesting,things,8
things,cebit,6
cebit,clearly,5
clearly,show,7
show,decline,7
decline,said,6
said,mr,4
mr,wood,4
wood,lot,3
lot,big,3
big,players,7
players,nokia,7
nokia,pulling,6
pulling,back,7
back,saying,5
saying,hard,5
hard,justify,7
justify,big,6
big,presence,8
presence,shows,7
shows,could,5
could,last,5
last,big,4
big,year,4
year,cebit,4
cebit,said,4
said,themes,6
themes,include,7
include,tv,7
tv,enabled,7
enabled,mobiles,5
mobiles,bound,6
bound,create,6
create,buzz,6
buzz,halls,5
halls,vodafone,7
vodafone,unveils,8
unveils,prototype,9
prototype,handset,9
handset,show,7
show,live,4
live,digital,6
digital,television,9
television,glut,9
glut,recent,5
recent,headlines,7
headlines,mobile,7
mobile,tv,6
tv,french,6
french,operators,8
operators,teaming,7
teaming,o2,7
o2,trialling,9
trialling,system,9
system,oxford,6
oxford,uk,6
uk,nokia,4
nokia,begins,5
begins,trialling,7
trialling,system,9
system,finland,7
finland,finnish,4
finnish,broadcasting,11
broadcasting,company,9
company,yle,7
yle,tv,3
tv,commercial,10
commercial,tv,10
tv,channels,8
channels,cebit,7
cebit,could,4
could,become,5
become,battleground,9
battleground,two,10
two,competing,8
competing,methods,7
methods,getting,5
getting,tv,6
tv,mobiles,7
mobiles,also,6
also,likely,6
likely,provide,7
provide,stage,6
stage,technology,9
technology,slated,10
slated,compete,6
compete,3g,7
3g,hsdpa,5
hsdpa,high,4
high,speed,5
speed,downlink,8
downlink,packet,8
packet,access,4
access,described,8
described,3g,9
3g,steroids,8
steroids,could,7
could,offer,5
offer,consumers,6
consumers,much,8
much,faster,6
faster,download,8
download,times,8
times,instance,7
instance,song,6
song,currently,8
currently,takes,8
takes,one,4
one,half,4
half,minutes,7
minutes,download,7
download,phone,7
phone,could,5
could,done,4
done,10,4
10,seconds,7
seconds,korean,7
korean,giants,6
giants,lg,6
lg,electronics,10
electronics,samsung,10
samsung,show,6
show,hsdpa,4
hsdpa,handsets,6
handsets,show,7
show,technology,8
technology,set,9
set,rolled,5
rolled,us,6
us,europe,5
europe,korea,5
korea,next,5
next,year,3
year,broadband,8
broadband,continue,8
continue,key,8
key,theme,4
theme,show,4
show,internet,8
internet,telephony,8
telephony,proving,8
proving,year,7
year,killer,5
killer,application,10
application,germany,10
germany,largest,6
largest,online,7
online,service,5
service,provider,5
provider,online,6
online,tipped,6
tipped,reveal,6
reveal,software,7
software,low,6
low,cost,3
cost,net,3
net,telephony,8
telephony,would,9
would,see,5
see,competing,8
competing,parent,7
parent,company,6
company,deutsche,8
deutsche,telekom,7
telekom,cebit,6
cebit,used,5
used,many,4
many,unveil,6
unveil,cutting,6
cutting,edge,7
edge,products,7
products,mobile,7
mobile,sphere,5
sphere,likely,5
likely,mean,5
mean,lot,4
lot,bright,5
bright,colourful,9
colourful,handsets,9
handsets,fashion,7
fashion,continues,8
continues,compete,6
compete,technology,9
technology,comes,8
comes,device,6
device,everyone,6
everyone,pockets,8
pockets,rainbow,7
rainbow,coloured,8
coloured,phones,6
phones,influenced,8
influenced,handsets,9
handsets,japan,7
japan,one,5
one,example,6
example,asian,6
asian,companies,7
companies,stamp,8
stamp,mark,4
mark,year,3
year,show,4
show,biggest,7
biggest,ever,6
ever,presence,6
presence,cebit,7
cebit,organisers,9
organisers,created,7
created,digital,6
digital,home,7
home,hall,3
hall,25,4
25,27,1
27,hangar,6
hangar,like,6
like,buildings,7
buildings,house,9
house,show,4
show,digital,7
digital,home,7
home,hyped,3
hyped,theme,4
theme,show,4
show,house,4
house,totally,6
totally,wired,7
wired,full,5
full,things,6
things,used,6
used,home,4
home,entertainment,11
entertainment,said,11
said,cebit,4
cebit,organiser,8
organiser,gabriele,7
gabriele,dorries,5
dorries,,7
chip,maker,5
maker,backs,4
backs,net,5
net,phone,4
phone,calls,5
calls,rich,5
rich,templeton,9
templeton,head,8
head,giant,4
giant,chip,5
chip,maker,5
maker,texas,5
texas,instruments,8
instruments,given,9
given,backing,6
backing,growing,4
growing,sector,7
sector,voice,6
voice,internet,7
internet,telephony,8
telephony,voip,8
voip,voip,0
voip,allows,5
allows,pc,6
pc,users,5
users,cases,3
cases,broadband,8
broadband,connection,10
connection,make,9
make,telephone,8
telephone,calls,8
calls,via,5
via,net,3
net,mr,3
mr,templeton,8
templeton,said,9
said,voip,3
voip,would,4
would,next,5
next,major,5
major,application,9
application,drive,10
drive,broadband,8
broadband,connections,10
connections,homes,8
homes,internet,7
internet,service,7
service,provider,5
provider,wanadoo,7
wanadoo,announced,8
announced,launching,8
launching,broadband,8
broadband,telephony,8
telephony,service,8
service,uk,7
uk,subscribers,10
subscribers,wanadoo,11
wanadoo,broadband,7
broadband,service,9
service,able,6
able,use,3
use,service,6
service,make,6
make,free,3
free,evening,6
evening,weekend,5
weekend,calls,7
calls,uk,5
uk,landline,8
landline,free,7
free,calls,5
calls,time,5
time,wanadoo,7
wanadoo,users,7
users,service,5
service,cost,7
cost,extra,5
extra,4,5
4,month,5
month,come,4
come,free,3
free,livebox,6
livebox,broadband,8
broadband,hub,8
hub,wanadoo,7
wanadoo,plans,6
plans,used,5
used,future,5
future,provide,6
provide,video,4
video,demand,6
demand,home,5
home,security,8
security,services,6
services,secondary,7
secondary,phone,7
phone,line,3
line,mean,4
mean,customers,7
customers,extra,7
extra,home,5
home,phone,2
phone,number,5
number,also,6
also,provide,7
provide,wireless,7
wireless,internet,7
internet,access,7
access,around,5
around,home,5
home,eventually,10
eventually,service,9
service,replace,4
replace,existing,8
existing,landline,6
landline,services,7
services,wanadoo,8
wanadoo,goes,7
goes,head,4
head,head,0
head,bt,4
bt,voice,5
voice,broadband,8
broadband,key,9
key,trend,4
trend,across,5
across,europe,4
europe,set,6
set,dramatic,7
dramatic,impact,7
impact,telecommunications,15
telecommunications,industry,16
industry,eric,8
eric,abensur,6
abensur,wanadoo,7
wanadoo,chief,7
chief,executive,7
executive,told,8
told,bbc,4
bbc,news,4
news,website,5
website,mr,7
mr,templeton,8
templeton,said,9
said,agreed,5
agreed,voice,5
voice,packet,5
packet,going,6
going,second,5
second,killer,6
killer,application,10
application,broadband,10
broadband,internet,9
internet,access,7
access,said,6
said,world,4
world,largest,6
largest,maker,5
maker,chips,5
chips,mobile,5
mobile,phones,6
phones,believes,6
believes,technology,9
technology,grow,9
grow,rapidly,7
rapidly,relatively,5
relatively,small,8
small,user,5
user,base,3
base,currently,8
currently,almost,8
almost,83,6
83,million,7
million,people,7
people,downloaded,8
downloaded,software,7
software,powers,5
powers,skype,6
skype,voip,4
voip,service,6
service,according,7
according,net,9
net,telephony,8
telephony,firm,9
firm,website,6
website,skype,6
skype,lets,5
lets,people,5
people,make,5
make,free,3
free,calls,5
calls,skype,5
skype,users,5
users,also,5
also,make,4
make,low,4
low,cost,3
cost,calls,4
calls,ordinary,8
ordinary,phone,7
phone,numbers,6
numbers,us,5
us,firm,4
firm,vonage,6
vonage,also,6
also,offers,6
offers,voip,6
voip,service,6
service,one,6
one,lets,4
lets,people,5
people,plug,5
plug,ordinary,8
ordinary,phone,7
phone,broadband,7
broadband,router,7
router,make,5
make,calls,4
calls,bill,3
bill,simmelink,7
simmelink,general,8
general,manager,6
manager,ti,7
ti,voip,3
voip,business,7
business,said,7
said,technology,10
technology,would,9
would,take,5
take,people,5
people,making,6
making,net,6
net,calls,5
calls,ease,4
ease,making,5
making,normal,6
normal,call,5
call,pipe,4
pipe,silicon,6
silicon,per,7
per,se,2
se,application,11
application,said,9
said,want,3
want,communicate,9
communicate,freely,11
freely,effortlessly,7
effortlessly,economically,9
economically,wherever,12
wherever,sign,8
sign,voip,4
voip,seeping,6
seeping,mainstream,10
mainstream,giant,8
giant,isp,4
isp,aol,3
aol,announced,7
announced,tuesday,9
tuesday,plans,7
plans,launch,4
launch,net,5
net,based,4
based,phone,5
phone,service,6
service,members,6
members,within,7
within,month,5
month,customers,8
customers,continue,7
continue,use,7
use,traditional,11
traditional,phones,9
phones,plug,5
plug,adapters,7
adapters,connected,8
connected,broadband,8
broadband,source,8
source,rather,6
rather,jack,5
jack,provided,8
provided,telephone,9
telephone,company,7
company,calls,6
calls,received,7
received,placed,6
placed,like,4
like,old,4
old,telephone,8
telephone,network,7
network,help,6
help,mass,4
mass,market,4
market,adoption,7
adoption,voip,6
voip,said,3
said,aol,3
aol,chief,5
chief,executive,7
executive,jonathan,8
jonathan,miller,8
miller,utilise,5
utilise,national,6
national,footprint,8
footprint,help,8
help,entire,6
entire,industry,6
industry,become,8
become,well,5
well,known,5
known,,5
nintendo,ds,7
ds,makes,4
makes,euro,5
euro,debut,4
debut,nintendo,7
nintendo,ds,7
ds,handheld,7
handheld,game,6
game,console,6
console,officially,9
officially,gone,10
gone,sale,3
sale,europe,5
europe,many,6
many,stores,6
stores,around,5
around,uk,5
uk,opened,6
opened,midnight,7
midnight,let,7
let,keen,3
keen,gamers,5
gamers,get,4
get,hands,5
hands,device,6
device,two,6
two,screen,6
screen,clamshell,8
clamshell,gadget,7
gadget,costs,6
costs,99,5
99,149,2
149,euros,5
euros,15,5
15,games,5
games,available,8
available,launch,8
launch,featuring,7
featuring,well,8
well,known,5
known,characters,10
characters,super,8
super,mario,5
mario,rayman,5
rayman,ds,6
ds,spearheads,8
spearheads,nintendo,8
nintendo,attempt,6
attempt,continue,7
continue,dominance,6
dominance,handheld,9
handheld,gaming,7
gaming,market,5
market,since,5
since,going,4
going,sale,5
sale,japan,4
japan,us,5
us,end,3
end,2004,4
2004,nintendo,8
nintendo,sold,7
sold,almost,5
almost,4m,5
4m,ds,2
ds,consoles,7
consoles,part,8
part,popularity,6
popularity,may,8
may,due,3
due,fact,4
fact,ds,4
ds,run,3
run,catalogue,8
catalogue,700,9
700,games,5
games,produced,7
produced,nintendo,8
nintendo,gameboy,7
gameboy,advance,7
advance,handheld,7
handheld,games,6
games,ds,4
ds,expected,8
expected,cost,7
cost,19,4
19,29,1
29,130,3
130,games,5
games,ds,4
ds,development,10
development,well,9
well,two,4
two,screens,7
screens,one,6
one,controlled,7
controlled,touch,8
touch,ds,5
ds,also,3
also,lets,4
lets,players,4
players,take,5
take,16,4
16,people,6
people,via,6
via,wireless,7
wireless,download,7
download,play,6
play,option,5
option,means,6
means,ds,4
ds,owners,5
owners,take,5
take,even,4
even,one,3
one,owns,2
owns,copy,4
copy,particular,9
particular,game,9
game,ds,4
ds,owners,5
owners,also,6
also,sent,4
sent,text,2
text,messages,7
messages,drawings,7
drawings,nintendo,7
nintendo,also,7
also,planning,7
planning,release,8
release,media,5
media,adapter,7
adapter,handheld,7
handheld,play,8
play,music,5
music,video,5
video,five,3
five,virgin,5
virgin,megastores,10
megastores,150,10
150,game,4
game,shops,5
shops,expected,8
expected,open,6
open,early,5
early,friday,5
friday,morning,6
morning,let,7
let,people,5
people,buy,6
buy,ds,3
ds,know,4
know,customers,8
customers,want,8
want,soon,4
soon,released,8
released,means,6
means,minute,5
minute,day,6
day,said,3
said,robert,6
robert,quinn,6
quinn,game,5
game,uk,4
uk,sales,5
sales,director,7
director,nintendo,6
nintendo,sole,7
sole,control,6
control,europe,6
europe,handheld,7
